Signrt	Part	KeyType	Signup	ProdSubarea	GuideTime	Neighborhood	LowIncome	Minority	ZoneFare	AnnRides	AnnRevHrs	AnnFareRev	AnnOpCost	AnnPassMiles	AnnSeatMiles	AnnTrips	AnnPlatHrs	AnnPlatMile	AnnRevMile	AnnSeats	RidesPerRevHr	FR/OE	PassMilesPerRevHrs	PassMilesPerSeatMile	RidesPerTrip	RevHrsPerPlatHr	RidesPerPlatHr	SeatsPerTrip	PassMilesPerPlatMile	AverageLoad
917	 	DART	2010.3	SOUTH	OffPeak	Algona	Yes	Yes	One-Zone	26,479	1,607	$22,949	$235,274	86,413	477,164	5,271	2,512	31,811	31,811	79,065	16.48	10%	53.78	0.18	5.02	0.64	10.54	15.0	2.72	2.72
917	 	DART	2010.3	SOUTH	Peak	Algona	Yes	Yes	One-Zone	16,973	1,071	$27,099	$137,329	58,433	266,832	2,805	1,466	17,789	17,789	42,075	15.85	20%	54.56	0.22	6.05	0.73	11.58	15.0	3.28	3.28
918	 	DART	2010.3	SOUTH	Peak	Kent	Yes	Yes	One-Zone	16,896	1,377	$26,734	$188,678	31,701	295,826	6,120	2,015	21,078	19,722	91,800	12.27	14%	23.02	0.11	2.76	0.68	8.39	15.0	1.50	1.61
919	 	DART	2010.3	SOUTH	OffPeak	Auburn	Yes	No	One-Zone	33,096	1,806	$23,847	$242,852	77,592	378,353	5,271	2,593	25,224	25,224	79,065	18.33	10%	42.97	0.21	6.28	0.70	12.76	15.0	3.08	3.08
925	 	DART	2010.3	EAST	OffPeak	Newcastle	No	Yes	One-Zone	1,708	2,470	$886	$231,340	283	1,260	247	2,470	84	84	3,705	0.69	0%	0.11	0.22	6.91	1.00	0.69	15.0	3.36	3.36
926	 	DART	2010.3	EAST	OffPeak	Crossroads	No	No	One-Zone	14,813	1,891	$13,758	$214,552	46,623	415,204	4,590	2,291	27,680	27,680	68,850	7.83	6%	24.65	0.11	3.23	0.83	6.47	15.0	1.68	1.68
926	 	DART	2010.3	EAST	Peak	Crossroads	No	No	One-Zone	21,494	2,346	$29,304	$258,338	70,481	526,779	5,610	2,758	35,119	35,119	84,150	9.16	11%	30.04	0.13	3.83	0.85	7.79	15.0	2.01	2.01
927	 	DART	2010.3	EAST	OffPeak	E Lake Sammamish	No	No	One-Zone	16,469	2,839	$14,972	$356,912	87,580	768,096	3,944	3,811	51,206	51,206	59,160	5.80	4%	30.85	0.11	4.18	0.75	4.32	15.0	1.71	1.71
927	 	DART	2010.3	EAST	Peak	E Lake Sammamish	No	No	One-Zone	14,270	2,138	$19,213	$268,687	76,265	543,494	2,805	2,869	36,233	36,233	42,075	6.68	7%	35.68	0.14	5.09	0.75	4.97	15.0	2.10	2.10
930	 	DART	2010.3	EAST	Night	Redmond	No	Yes	One-Zone	9,458	1,276	$8,951	$133,407	33,756	237,713	2,223	1,424	15,848	15,848	33,345	7.41	7%	26.45	0.14	4.25	0.90	6.64	15.0	2.13	2.13
930	 	DART	2010.3	EAST	OffPeak	Redmond	No	Yes	One-Zone	11,775	1,564	$11,144	$177,361	42,123	290,657	2,717	1,894	19,377	19,377	40,755	7.53	6%	26.93	0.14	4.33	0.83	6.22	15.0	2.17	2.17
935	 	DART	2010.3	EAST	OffPeak	Juanita	No	No	One-Zone	13,376	2,524	$11,885	$368,218	58,797	732,701	4,693	3,931	48,847	48,847	70,395	5.30	3%	23.30	0.08	2.85	0.64	3.40	15.0	1.20	1.20
935	 	DART	2010.3	EAST	Peak	Juanita	No	No	One-Zone	17,573	2,931	$23,316	$413,716	78,125	810,061	5,187	4,417	54,004	54,004	77,805	6.00	6%	26.65	0.10	3.39	0.66	3.98	15.0	1.45	1.45
952	 	CUST	2010.3	SOUTH	Peak	Auburn P&R	No	Yes	Custom	82,245	3,445	$248,692	$1,118,008	2,168,118	5,702,991	1,992	6,146	198,331	104,607	109,062	23.88	22%	629.44	0.38	41.29	0.56	13.38	54.8	10.93	20.73
981	 	CUST	2010.3	WEST	Peak	North Seattle	No	No	Custom	2,632	137	$35,765	$37,934	35,209	162,313	171	299	4,809	3,865	7,182	19.24	94%	257.37	0.22	15.39	0.46	8.79	42.0	7.32	9.11
982	 	CUST	2010.3	WEST	Peak	Redmond	No	Yes	Custom	13,180	362	$73,904	$97,025	92,682	474,385	342	610	13,264	7,811	20,862	36.41	76%	256.06	0.20	38.54	0.59	21.61	61.0	6.99	11.87
983	 	CUST	2010.3	EAST	Peak	Issaquah	No	No	Custom	5,132	325	$76,021	$107,495	55,712	584,081	342	604	16,110	9,126	21,888	15.80	71%	171.47	0.10	15.01	0.54	8.49	64.0	3.46	6.10
984	 	CUST	2010.3	WEST	Peak	Wedgwood	No	Yes	Custom	3,097	143	$27,846	$40,037	26,266	145,993	171	319	3,324	2,281	10,944	21.73	70%	184.32	0.18	18.11	0.45	9.70	64.0	7.90	11.51
986	 	CUST	2010.3	EAST	Peak	Kirkland	No	Yes	Custom	14,925	336	$78,611	$68,598	127,976	386,416	342	456	8,795	6,390	20,862	44.38	115%	380.54	0.33	43.64	0.74	32.73	61.0	14.55	20.03
987	 	CUST	2010.3	WEST	Peak	Rainier Beach	Yes	Yes	Custom	15,204	359	$67,563	$77,276	171,838	419,675	342	499	10,229	6,895	20,862	42.34	87%	478.52	0.41	44.46	0.72	30.48	61.0	16.80	24.92
988	 	CUST	2010.3	WEST	Peak	Mount Baker	No	No	Custom	15,026	302	$67,258	$63,238	110,192	293,009	342	445	7,247	4,815	20,862	49.74	106%	364.75	0.38	43.93	0.68	33.80	61.0	15.21	22.88
989	 	CUST	2010.3	EAST	Peak	Eastgate	No	Yes	Custom	14,174	339	$76,005	$110,550	191,435	509,990	342	684	14,788	7,969	21,888	41.79	69%	564.45	0.38	41.44	0.50	20.72	64.0	12.95	24.02
994	 	CUST	2010.3	WEST	Peak	Queen Anne	Yes	No	Custom	10,124	331	$61,091	$58,414	87,261	253,237	342	439	8,287	6,029	14,364	30.62	105%	263.95	0.34	29.60	0.75	23.07	42.0	10.53	14.47
995	 	CUST	2010.3	WEST	Peak	Laurelhurst	No	No	Custom	8,075	331	$63,953	$61,539	35,141	173,445	342	493	7,495	4,130	14,364	24.43	104%	106.29	0.20	23.61	0.67	16.38	42.0	4.69	8.51
